Time [ms], Elem0, Elem1, Elem2, Elem3, Elem4, Elem5, Elem6, Elem7, Elem8, Elem9, Elem10, Elem11
20231012170303200 ,-9.24226,-7.31719,-8.25182,-11.2435,-17.6678,-17.804,-19.223,-13.2972,-9.38231,-13.6588,-37.7305,-2451
20231012170303300 ,-2.49227,-1.87805,-2.10493,-2.75931,-4.52489,-4.55461,-4.94795,-3.06263,-2.39978,-3.43096,-9.47322,-616
20231012170303300 ,-1.367274,-0.971205,-1.08044,-1.3446,-2.33439,-2.34851,-2.56743,-1.35642,-1.2358,-1.73101,-4.74722,-310
20231012170303400 ,-0.5231741,-0.289931,-0.310645,-0.281543,-0.691523,-0.694519,-0.771698,-0.0783236,-0.359533,-0.453378,-1.205583,-80
20231012170303400 ,-0.382725,-0.176169,-0.182226,-0.104705,-0.416777,-0.4196299,-0.471297,0.136176,-0.211403,-0.238821,-0.615694,-41
20231012170303500 ,-0.277388,-0.09231,-0.0853736,0.028432,-0.214923,-0.215793,-0.245662,0.302614,-0.099482,-0.078632,-0.247471,-14
20231012170303500 ,-0.251405,-0.0702076,-0.0616986,0.060954,-0.164459,-0.165707,-0.185581,0.348006,-0.065906,-0.026207,-0.136451,-6
20231012170303500 ,-0.247191,-0.0663072,-0.057394,0.066036,-0.155114,-0.156389,-0.174901,0.358687,-0.053397,-0.013586,-0.111753,-1
20231012170303600 ,-0.24368,-0.0637069,-0.0545243,0.070101,-0.147638,-0.1494,-0.161549,0.368477,-0.048789,-0.002906,-0.09845,2
20231012170303600 ,-0.242978,-0.0630568,-0.0530895,0.070101,-0.145769,-0.1494,-0.158879,0.366697,-0.048789,-0.007761,-0.09845,2
20231012170303700 ,-0.242978,-0.0630568,-0.0530895,0.071117,-0.1439,-0.1494,-0.158879,0.366697,-0.04813,-0.010673,-0.100355,1
20231012170303700 ,-0.242978,-0.0630568,-0.0538069,0.07315,-0.1439,-0.1494,-0.145528,0.371147,-0.04418,0.000977,-0.09845,0
20231012170303700 ,-0.242978,-0.0630568,-0.0545243,0.072133,-0.1439,-0.1494,-0.138852,0.373817,-0.046155,0.00389,-0.09845,1
20231012170303800 ,-0.244382,-0.0630568,-0.0545243,0.070101,-0.1439,-0.151729,-0.157544,0.376487,-0.04813,-0.001935,-0.100355,1
20231012170303800 ,-0.242978,-0.0630568,-0.0538069,0.071117,-0.1439,-0.152894,-0.16422,0.373817,-0.05603,-0.005819,-0.111753,-2
20231012170303900 ,-0.242978,-0.0630568,-0.0538069,0.07315,-0.142031,-0.151729,-0.157544,0.374707,-0.05603,-0.002906,-0.111753,-1
20231012170303900 ,-0.242978,-0.0637069,-0.0538069,0.071117,-0.1439,-0.150565,-0.158879,0.374707,-0.04418,6.00E-06,-0.111753,-2
20231012170304000 ,-0.242978,-0.0637069,-0.0538069,0.070101,-0.1439,-0.1494,-0.160214,0.374707,-0.041547,0.001948,-0.107954,-3
20231012170304000 ,-0.242978,-0.0637069,-0.0538069,0.069084,-0.142031,-0.1494,-0.158879,0.372037,-0.045497,-0.000965,-0.09655,-2
20231012170304000 ,-0.24368,-0.0637069,-0.0552417,0.069084,-0.142031,-0.150565,-0.157544,0.371147,-0.050764,6.00E-06,-0.102254,-1
20231012170304100 ,-0.24368,-0.0637069,-0.0545243,0.071117,-0.1439,-0.150565,-0.153539,0.372037,-0.04813,0.001948,-0.106054,-1
20231012170304100 ,-0.244382,-0.0637069,-0.0559592,0.071117,-0.145769,-0.150565,-0.150868,0.372927,-0.04418,0.00486,-0.09845,0
20231012170304200 ,-0.242978,-0.0637069,-0.0552417,0.070101,-0.145769,-0.151729,-0.152203,0.371147,-0.042205,0.00389,-0.09276,0
20231012170304200 ,-0.242276,-0.0637069,-0.0538069,0.070101,-0.145769,-0.151729,-0.153539,0.371147,-0.044838,-0.000965,-0.09086,0
20231012170304200 ,-0.242276,-0.0630568,-0.052372,0.071117,-0.145769,-0.150565,-0.154874,0.371147,-0.046155,-0.004848,-0.106054,2
20231012170304300 ,-0.242276,-0.0630568,-0.052372,0.07315,-0.1439,-0.150565,-0.149533,0.372927,-0.044838,-0.004848,-0.102254,3
20231012170304300 ,-0.242276,-0.0630568,-0.052372,0.07315,-0.1439,-0.150565,-0.140187,0.375597,-0.040888,0.007773,-0.09655,4
20231012170304400 ,-0.242276,-0.0630568,-0.0538069,0.071117,-0.1439,-0.150565,-0.146863,0.370257,-0.045497,0.00389,-0.09276,2
20231012170304400 ,-0.242276,-0.0630568,-0.0545243,0.071117,-0.1439,-0.1494,-0.148198,0.372037,-0.047472,-0.001935,-0.09086,1
20231012170304400 ,-0.242276,-0.0630568,-0.0545243,0.072133,-0.142031,-0.1494,-0.161549,0.375597,-0.053397,-0.007761,-0.104154,-1
20231012170304500 ,-0.242276,-0.0637069,-0.0545243,0.07315,-0.142031,-0.150565,-0.16422,0.372037,-0.054055,-0.007761,-0.106054,1
20231012170304500 ,-0.242276,-0.0637069,-0.0559592,0.072133,-0.142031,-0.150565,-0.156209,0.374707,-0.049447,-0.004848,-0.100355,1
20231012170304600 ,-0.242276,-0.0637069,-0.0559592,0.071117,-0.142031,-0.150565,-0.153539,0.378268,-0.047472,-0.001935,-0.107954,2
20231012170304600 ,-0.242276,-0.0637069,-0.0552417,0.071117,-0.142031,-0.1494,-0.157544,0.377378,-0.050764,-0.008731,-0.113653,2
20231012170304600 ,-0.242276,-0.0637069,-0.0552417,0.070101,-0.142031,-0.148235,-0.16422,0.373817,-0.05208,-0.011644,-0.111753,1
20231012170304600 ,-0.242276,-0.0637069,-0.0559592,0.070101,-0.142031,-0.1494,-0.16689,0.372037,-0.053397,-0.000965,-0.106054,0
20231012170304600 ,-0.242276,-0.0637069,-0.0559592,0.070101,-0.142031,-0.150565,-0.165555,0.376487,-0.053397,0.00486,-0.09276,0
20231012170304600 ,-0.242276,-0.0637069,-0.0552417,0.070101,-0.142031,-0.150565,-0.160214,0.379158,-0.053397,0.007773,-0.08516,0
20231012170304700 ,-0.242276,-0.0637069,-0.0545243,0.071117,-0.142031,-0.150565,-0.157544,0.377378,-0.053397,0.005831,-0.08136,0
20231012170304700 ,-0.242978,-0.0630568,-0.0538069,0.071117,-0.142031,-0.150565,-0.156209,0.373817,-0.05208,0.002919,-0.08706,0
20231012170304700 ,-0.242978,-0.0637069,-0.0538069,0.071117,-0.142031,-0.150565,-0.154874,0.373817,-0.050105,0.001948,-0.09276,0
20231012170304700 ,-0.242978,-0.064357,-0.0545243,0.070101,-0.142031,-0.150565,-0.149533,0.373817,-0.049447,0.002919,-0.09655,0
20231012170304800 ,-0.242978,-0.064357,-0.0552417,0.070101,-0.142031,-0.150565,-0.150868,0.373817,-0.049447,0.00389,-0.09086,0
20231012170304800 ,-0.24368,-0.064357,-0.0552417,0.070101,-0.142031,-0.150565,-0.148198,0.375597,-0.049447,-0.004848,-0.08706,-2
20231012170304800 ,-0.24368,-0.064357,-0.0552417,0.070101,-0.1439,-0.150565,-0.157544,0.372927,-0.049447,-0.010673,-0.111753,-3
20231012170304800 ,-0.24368,-0.064357,-0.0552417,0.069084,-0.1439,-0.152894,-0.16422,0.371147,-0.05208,-0.013586,-0.136451,-4
20231012170304900 ,-0.24368,-0.064357,-0.0552417,0.070101,-0.1439,-0.151729,-0.16689,0.368477,-0.053397,-0.016498,-0.14975,-4
20231012170304900 ,-0.242978,-0.064357,-0.0545243,0.071117,-0.142031,-0.152894,-0.168225,0.367587,-0.05208,-0.020382,-0.154805,-3
20231012170304900 ,-0.242978,-0.064357,-0.0545243,0.071117,-0.142031,-0.152894,-0.168225,0.367587,-0.05208,-0.020382,-0.154805,-3
20231012170304900 ,-0.242978,-0.0637069,-0.0545243,0.071117,-0.142031,-0.152894,-0.17223,0.366697,-0.051422,-0.019411,-0.14595,-3
20231012170304900 ,-0.242978,-0.0630568,-0.0538069,0.072133,-0.142031,-0.152894,-0.174901,0.367587,-0.051422,-0.014556,-0.14595,-2
20231012170305000 ,-0.242978,-0.0630568,-0.0538069,0.071117,-0.142031,-0.152894,-0.174901,0.367587,-0.05208,-0.011644,-0.144051,-3
20231012170305000 ,-0.242978,-0.0630568,-0.0538069,0.071117,-0.142031,-0.152894,-0.173565,0.359577,-0.053397,-0.014556,-0.144051,-4
20231012170305000 ,-0.242978,-0.0630568,-0.0538069,0.071117,-0.142031,-0.152894,-0.173565,0.355127,-0.054055,-0.015527,-0.140251,-4
20231012170305000 ,-0.242276,-0.0637069,-0.0538069,0.071117,-0.142031,-0.154059,-0.173565,0.352456,-0.052739,-0.011644,-0.138351,-5
20231012170305100 ,-0.242276,-0.0637069,-0.0538069,0.071117,-0.142031,-0.152894,-0.16689,0.353346,-0.050105,-0.009702,-0.138351,-5
20231012170305100 ,-0.242276,-0.0637069,-0.0538069,0.071117,-0.142031,-0.152894,-0.162884,0.355127,-0.048789,-0.012615,-0.140251,-4
20231012170305100 ,-0.242276,-0.0637069,-0.0530895,0.072133,-0.142031,-0.151729,-0.16422,0.356017,-0.053397,-0.014556,-0.144051,-4
20231012170305100 ,-0.242276,-0.0637069,-0.0538069,0.072133,-0.142031,-0.152894,-0.170895,0.356907,-0.055372,-0.015527,-0.14595,-2
20231012170305200 ,-0.242276,-0.0630568,-0.0538069,0.07315,-0.142031,-0.152894,-0.168225,0.358687,-0.055372,-0.016498,-0.14595,0
20231012170305200 ,-0.242276,-0.0630568,-0.0538069,0.07315,-0.142031,-0.152894,-0.168225,0.358687,-0.055372,-0.016498,-0.14595,0
20231012170305200 ,-0.241573,-0.0630568,-0.0545243,0.07315,-0.142031,-0.152894,-0.162884,0.361357,-0.054055,-0.012615,-0.126952,1
20231012170305300 ,-0.241573,-0.0630568,-0.0545243,0.07315,-0.142031,-0.152894,-0.160214,0.363137,-0.049447,-0.008731,-0.117453,1
20231012170305300 ,-0.241573,-0.0637069,-0.0552417,0.07315,-0.142031,-0.152894,-0.152203,0.364917,-0.046155,-0.003877,-0.08326,1
20231012170305300 ,-0.241573,-0.064357,-0.0559592,0.071117,-0.1439,-0.152894,-0.148198,0.367587,-0.04418,-0.000965,-0.09086,-1
20231012170305300 ,-0.242276,-0.065007,-0.0559592,0.070101,-0.145769,-0.154059,-0.150868,0.367587,-0.044838,-0.00679,-0.09466,1
20231012170305400 ,-0.242978,-0.065007,-0.0559592,0.070101,-0.1439,-0.155224,-0.157544,0.368477,-0.047472,-0.009702,-0.102254,1
20231012170305400 ,-0.242978,-0.064357,-0.0552417,0.069084,-0.1439,-0.155224,-0.161549,0.374707,-0.048789,-0.011644,-0.109854,1
20231012170305400 ,-0.242978,-0.064357,-0.0545243,0.069084,-0.1439,-0.155224,-0.16689,0.377378,-0.048789,-0.008731,-0.113653,1
20231012170305400 ,-0.242978,-0.064357,-0.0545243,0.068068,-0.1439,-0.154059,-0.16956,0.373817,-0.047472,-0.00679,-0.115553,-1
20231012170305500 ,-0.242978,-0.064357,-0.0538069,0.068068,-0.1439,-0.154059,-0.168225,0.372037,-0.04813,-0.005819,-0.119353,0
20231012170305500 ,-0.242978,-0.0637069,-0.0552417,0.068068,-0.1439,-0.154059,-0.165555,0.373817,-0.049447,-0.007761,-0.125052,-2
20231012170305500 ,-0.242978,-0.0637069,-0.0552417,0.068068,-0.1439,-0.154059,-0.165555,0.373817,-0.049447,-0.007761,-0.125052,-2
20231012170305500 ,-0.242978,-0.065007,-0.0559592,0.071117,-0.1439,-0.154059,-0.16422,0.374707,-0.050105,-0.005819,-0.123152,0
20231012170305500 ,-0.242978,-0.065007,-0.0566766,0.07315,-0.1439,-0.154059,-0.161549,0.374707,-0.04813,-0.004848,-0.115553,0
20231012170305600 ,-0.242978,-0.065007,-0.0566766,0.07315,-0.142031,-0.154059,-0.160214,0.373817,-0.046155,-0.004848,-0.111753,0
20231012170305600 ,-0.242978,-0.065007,-0.057394,0.07315,-0.142031,-0.155224,-0.161549,0.371147,-0.044838,-0.008731,-0.113653,0
20231012170305600 ,-0.242978,-0.064357,-0.0566766,0.07315,-0.142031,-0.155224,-0.162884,0.370257,-0.04418,-0.010673,-0.115553,-1
20231012170305600 ,-0.242978,-0.064357,-0.0566766,0.072133,-0.142031,-0.155224,-0.16422,0.371147,-0.039572,-0.007761,-0.115553,-1
20231012170305700 ,-0.242978,-0.064357,-0.0552417,0.072133,-0.142031,-0.154059,-0.162884,0.372037,-0.042863,-0.005819,-0.09466,-2
20231012170305700 ,-0.242978,-0.064357,-0.0545243,0.072133,-0.1439,-0.154059,-0.152203,0.374707,-0.043522,-0.004848,-0.08326,-2
20231012170305700 ,-0.242978,-0.064357,-0.0545243,0.071117,-0.1439,-0.154059,-0.152203,0.371147,-0.04418,-0.002906,-0.07756,-2
20231012170305700 ,-0.242978,-0.064357,-0.0545243,0.071117,-0.1439,-0.154059,-0.152203,0.371147,-0.04418,-0.002906,-0.07756,-2
20231012170305800 ,-0.242978,-0.064357,-0.0552417,0.071117,-0.1439,-0.154059,-0.152203,0.373817,-0.04418,-0.001935,-0.08516,-2
20231012170305800 ,-0.242978,-0.065007,-0.0559592,0.071117,-0.1439,-0.154059,-0.160214,0.368477,-0.046155,6.00E-06,-0.08896,-2
20231012170305800 ,-0.242978,-0.065007,-0.0559592,0.070101,-0.1439,-0.152894,-0.16689,0.370257,-0.047472,6.00E-06,-0.09466,-2
20231012170305800 ,-0.242978,-0.064357,-0.0552417,0.070101,-0.1439,-0.152894,-0.16956,0.368477,-0.048789,6.00E-06,-0.09655,-1
20231012170305900 ,-0.242978,-0.0637069,-0.0545243,0.070101,-0.1439,-0.151729,-0.168225,0.367587,-0.049447,-0.003877,-0.100355,0
20231012170305900 ,-0.242978,-0.0630568,-0.0545243,0.071117,-0.1439,-0.151729,-0.16689,0.367587,-0.045497,-0.005819,-0.107954,0
20231012170305900 ,-0.242978,-0.0630568,-0.0545243,0.070101,-0.1439,-0.151729,-0.16689,0.371147,-0.042863,-0.000965,-0.111753,-1
20231012170305900 ,-0.242978,-0.0637069,-0.0559592,0.069084,-0.1439,-0.151729,-0.170895,0.372927,-0.041547,0.000977,-0.106054,-1
20231012170306000 ,-0.242276,-0.0637069,-0.0559592,0.068068,-0.1439,-0.152894,-0.16689,0.373817,-0.041547,6.00E-06,-0.100355,-2
20231012170306000 ,-0.242276,-0.065007,-0.0566766,0.068068,-0.1439,-0.154059,-0.165555,0.367587,-0.042205,-0.001935,-0.09845,-1
20231012170306000 ,-0.242276,-0.0656571,-0.0566766,0.068068,-0.1439,-0.155224,-0.16422,0.365807,-0.042205,-0.000965,-0.106054,-2
20231012170306000 ,-0.242276,-0.0656571,-0.0566766,0.068068,-0.1439,-0.155224,-0.16422,0.365807,-0.042205,-0.000965,-0.106054,-2
20231012170306000 ,-0.242276,-0.0656571,-0.0566766,0.068068,-0.1439,-0.152894,-0.16422,0.364027,-0.04418,0.001948,-0.111753,-3
20231012170306100 ,-0.242978,-0.065007,-0.0566766,0.067052,-0.1439,-0.151729,-0.174901,0.358687,-0.044838,0.002919,-0.113653,-3
20231012170306100 ,-0.242978,-0.064357,-0.057394,0.068068,-0.1439,-0.152894,-0.180241,0.356017,-0.044838,6.00E-06,-0.115553,-3
20231012170306100 ,-0.242978,-0.065007,-0.0581114,0.067052,-0.1439,-0.155224,-0.177571,0.356907,-0.044838,-0.002906,-0.115553,-3
20231012170306100 ,-0.242978,-0.0656571,-0.0588289,0.065019,-0.1439,-0.158718,-0.16956,0.364917,-0.043522,-0.003877,-0.115553,-3
20231012170306200 ,-0.242978,-0.0663072,-0.0595463,0.064003,-0.1439,-0.162213,-0.165555,0.368477,-0.042863,-0.004848,-0.113653,-3
20231012170306200 ,-0.242978,-0.0663072,-0.0595463,0.062987,-0.1439,-0.166872,-0.16689,0.373817,-0.040888,-0.000965,-0.111753,-2
20231012170306200 ,-0.242978,-0.0656571,-0.0588289,0.062987,-0.1439,-0.171531,-0.168225,0.371147,-0.036938,-0.000965,-0.109854,-1
20231012170306200 ,-0.242276,-0.065007,-0.057394,0.062987,-0.1439,-0.17386,-0.168225,0.370257,-0.034963,0.002919,-0.107954,0
20231012170306200 ,-0.242276,-0.065007,-0.057394,0.062987,-0.1439,-0.17386,-0.168225,0.370257,-0.034963,0.002919,-0.107954,0
20231012170306200 ,-0.240871,-0.0637069,-0.0545243,0.062987,-0.1439,-0.17619,-0.158879,0.369367,-0.03233,0.002919,-0.09276,1
20231012170306200 ,-0.239467,-0.0630568,-0.0530895,0.062987,-0.1439,-0.180849,-0.153539,0.373817,-0.029038,0.002919,-0.08516,1
20231012170306300 ,-0.238764,-0.0624068,-0.0509372,0.062987,-0.1439,-0.184343,-0.157544,0.378268,-0.023771,0.002919,-0.08136,1
20231012170306300 ,-0.23736,-0.0604566,-0.0480675,0.062987,-0.142031,-0.186673,-0.160214,0.382718,-0.020479,0.008744,-0.08516,1
20231012170306300 ,-0.23736,-0.0591564,-0.0459152,0.064003,-0.140162,-0.187838,-0.160214,0.386278,-0.018504,0.011656,-0.07946,1
20231012170306300 ,-0.23736,-0.0585063,-0.0444804,0.062987,-0.140162,-0.190167,-0.160214,0.388058,-0.016529,0.010685,-0.07946,1
20231012170306400 ,-0.23736,-0.0585063,-0.0437629,0.062987,-0.140162,-0.193662,-0.161549,0.389838,-0.015871,0.007773,-0.07946,2
20231012170306400 ,-0.236658,-0.0585063,-0.0423281,0.062987,-0.140162,-0.194827,-0.162884,0.390728,-0.013237,0.005831,-0.07946,3
20231012170306400 ,-0.235253,-0.0572062,-0.0416107,0.062987,-0.140162,-0.195991,-0.162884,0.391618,-0.011921,0.00486,-0.06616,3
20231012170306400 ,-0.235955,-0.0565561,-0.0408932,0.062987,-0.140162,-0.198321,-0.161549,0.396958,-0.009945,0.008744,-0.06046,2
20231012170306500 ,-0.234551,-0.055256,-0.0401758,0.062987,-0.140162,-0.199486,-0.161549,0.399629,-0.005995,0.014569,-0.04526,1
20231012170306500 ,-0.235253,-0.0539558,-0.0394584,0.064003,-0.140162,-0.20065,-0.158879,0.401409,-0.00402,0.017481,-0.05286,1
20231012170306500 ,-0.233849,-0.0533058,-0.0394584,0.066036,-0.140162,-0.198321,-0.154874,0.399629,-0.006654,0.012627,-0.06616,1
20231012170306500 ,-0.233849,-0.0533058,-0.0394584,0.066036,-0.140162,-0.198321,-0.154874,0.399629,-0.006654,0.012627,-0.06616,1
20231012170306500 ,-0.233849,-0.0526557,-0.038741,0.067052,-0.140162,-0.197156,-0.156209,0.398739,-0.008629,0.009715,-0.07186,0
20231012170306600 ,-0.233849,-0.0526557,-0.038741,0.066036,-0.140162,-0.198321,-0.157544,0.404079,-0.009287,0.007773,-0.07376,0
20231012170306600 ,-0.233849,-0.0526557,-0.038741,0.065019,-0.140162,-0.198321,-0.157544,0.406749,-0.00797,0.006802,-0.07566,-2
20231012170306600 ,-0.233146,-0.0520056,-0.038741,0.065019,-0.140162,-0.195991,-0.157544,0.405859,-0.005995,0.005831,-0.06616,-1
20231012170306600 ,-0.233146,-0.0520056,-0.038741,0.064003,-0.140162,-0.194827,-0.153539,0.402299,-0.006654,0.008744,-0.06236,0
20231012170306700 ,-0.233146,-0.0520056,-0.038741,0.062987,-0.140162,-0.197156,-0.150868,0.396068,-0.006654,0.010685,-0.05856,2
20231012170306700 ,-0.233146,-0.0520056,-0.0380235,0.062987,-0.140162,-0.198321,-0.149533,0.393398,-0.006654,0.013598,-0.05856,3
20231012170306700 ,-0.233146,-0.0520056,-0.0380235,0.06197,-0.140162,-0.201815,-0.153539,0.394288,-0.005995,0.009715,-0.05856,2
20231012170306700 ,-0.233849,-0.0513556,-0.0380235,0.06197,-0.138293,-0.204145,-0.156209,0.396958,-0.004679,0.007773,-0.06806,1
20231012170306800 ,-0.234551,-0.0513556,-0.0373061,0.06197,-0.138293,-0.20298,-0.154874,0.397849,-0.004679,0.005831,-0.07186,0
20231012170306800 ,-0.234551,-0.0513556,-0.0365887,0.064003,-0.138293,-0.199486,-0.153539,0.398739,-0.005337,0.00486,-0.07376,0
20231012170306800 ,-0.234551,-0.0513556,-0.0365887,0.064003,-0.138293,-0.199486,-0.153539,0.398739,-0.005337,0.00486,-0.07376,0
20231012170306900 ,-0.234551,-0.0520056,-0.0365887,0.065019,-0.138293,-0.198321,-0.153539,0.400519,-0.005337,0.005831,-0.05286,1
20231012170306900 ,-0.23736,-0.0520056,-0.0373061,0.064003,-0.138293,-0.198321,-0.157544,0.395178,-0.005337,0.005831,-0.04336,2
20231012170306900 ,-0.238764,-0.0520056,-0.0380235,0.064003,-0.140162,-0.201815,-0.160214,0.399629,-0.005995,0.006802,-0.04526,1
20231012170306900 ,-0.239467,-0.0520056,-0.0380235,0.064003,-0.140162,-0.20531,-0.161549,0.394288,-0.005995,0.002919,-0.04906,1
20231012170307000 ,-0.238062,-0.0520056,-0.0373061,0.064003,-0.140162,-0.206474,-0.158879,0.396068,-0.004679,0.007773,-0.04716,1
20231012170307000 ,-0.23736,-0.0520056,-0.0358713,0.064003,-0.140162,-0.204145,-0.157544,0.394288,-0.00402,0.006802,-0.04906,1
20231012170307000 ,-0.23736,-0.0513556,-0.0351538,0.065019,-0.138293,-0.20298,-0.157544,0.396068,-0.004679,0.009715,-0.05666,1
20231012170307000 ,-0.238062,-0.0507055,-0.0344364,0.065019,-0.138293,-0.20531,-0.158879,0.397849,-0.005337,0.007773,-0.06236,1
20231012170307100 ,-0.238062,-0.0507055,-0.033719,0.066036,-0.138293,-0.206474,-0.149533,0.401409,0.0005882,0.011656,-0.06426,1
20231012170307100 ,-0.238062,-0.0507055,-0.033719,0.067052,-0.136424,-0.208804,-0.145528,0.403189,0.00388,0.007773,-0.06616,1
20231012170307100 ,-0.238062,-0.0507055,-0.033719,0.067052,-0.134555,-0.207639,-0.142858,0.404079,0.0065134,0.005831,-0.06426,1
20231012170307100 ,-0.238062,-0.0507055,-0.033719,0.067052,-0.134555,-0.207639,-0.142858,0.404079,0.0065134,0.005831,-0.06426,1
20231012170307100 ,-0.238062,-0.0507055,-0.0344364,0.066036,-0.134555,-0.209969,-0.141523,0.404969,0.0051967,0.00486,-0.05856,2
20231012170307200 ,-0.238764,-0.0507055,-0.0351538,0.065019,-0.134555,-0.209969,-0.152203,0.405859,0.0071718,0.006802,-0.05666,2
20231012170307200 ,-0.238764,-0.0507055,-0.0358713,0.065019,-0.134555,-0.211134,-0.157544,0.407639,0.0058551,0.009715,-0.05666,2
20231012170307200 ,-0.240169,-0.0507055,-0.0358713,0.066036,-0.134555,-0.209969,-0.160214,0.408529,0.0045383,0.009715,-0.06046,2
20231012170307200 ,-0.240169,-0.0507055,-0.0351538,0.065019,-0.134555,-0.208804,-0.154874,0.404969,0.0019049,0.009715,-0.06236,2
20231012170307300 ,-0.240871,-0.0507055,-0.0344364,0.065019,-0.134555,-0.208804,-0.149533,0.402299,-0.000729,0.008744,-0.05666,4
20231012170307300 ,-0.240871,-0.0507055,-0.0344364,0.064003,-0.136424,-0.211134,-0.146863,0.400519,-0.000729,0.006802,-0.05286,3
20231012170307300 ,-0.240871,-0.0513556,-0.0344364,0.064003,-0.136424,-0.212298,-0.145528,0.404079,-0.001387,0.005831,-0.05096,3
20231012170307300 ,-0.240169,-0.0513556,-0.0344364,0.066036,-0.136424,-0.212298,-0.149533,0.405859,0.0012466,0.008744,-0.05286,3
20231012170307300 ,-0.240169,-0.0513556,-0.0344364,0.066036,-0.136424,-0.212298,-0.149533,0.405859,0.0012466,0.008744,-0.05286,3
20231012170307300 ,-0.240169,-0.0513556,-0.0344364,0.067052,-0.136424,-0.212298,-0.152203,0.401409,0.0045383,0.011656,-0.05286,3
20231012170307300 ,-0.240871,-0.0513556,-0.0358713,0.066036,-0.136424,-0.215793,-0.150868,0.398739,0.0058551,0.011656,-0.06046,3
20231012170307400 ,-0.241573,-0.0513556,-0.0365887,0.065019,-0.138293,-0.216957,-0.148198,0.397849,0.0032216,0.012627,-0.06426,3
20231012170307400 ,-0.241573,-0.0513556,-0.0373061,0.064003,-0.138293,-0.221617,-0.146863,0.398739,0.0005882,0.010685,-0.06236,4
20231012170307400 ,-0.241573,-0.0513556,-0.0365887,0.062987,-0.138293,-0.218122,-0.145528,0.401409,-0.000729,0.012627,-0.05856,2
20231012170307400 ,-0.241573,-0.0513556,-0.0373061,0.06197,-0.138293,-0.216957,-0.145528,0.403189,-0.001387,0.010685,-0.06046,0
20231012170307500 ,-0.241573,-0.0520056,-0.0373061,0.06197,-0.138293,-0.215793,-0.146863,0.404969,0.0019049,0.007773,-0.07566,-1
20231012170307500 ,-0.241573,-0.0520056,-0.0373061,0.06197,-0.138293,-0.215793,-0.146863,0.405859,-0.002045,0.005831,-0.08326,-1
20231012170307500 ,-0.242276,-0.0520056,-0.0373061,0.06197,-0.138293,-0.215793,-0.144193,0.406749,-0.00402,0.005831,-0.06806,-1
20231012170307500 ,-0.242276,-0.0520056,-0.0373061,0.06197,-0.138293,-0.215793,-0.142858,0.403189,-0.004679,0.008744,-0.06046,3
20231012170307600 ,-0.242276,-0.0520056,-0.0373061,0.06197,-0.138293,-0.215793,-0.149533,0.396958,-0.00402,0.010685,-0.05666,2
20231012170307600 ,-0.241573,-0.0520056,-0.0373061,0.06197,-0.138293,-0.214628,-0.152203,0.398739,-0.002704,0.00486,-0.05476,2
20231012170307600 ,-0.241573,-0.0520056,-0.0373061,0.062987,-0.138293,-0.213463,-0.152203,0.401409,-0.002045,0.001948,-0.06046,2
20231012170307600 ,-0.241573,-0.0520056,-0.0373061,0.062987,-0.138293,-0.213463,-0.152203,0.401409,-0.002045,0.001948,-0.06046,2
20231012170307600 ,-0.241573,-0.0520056,-0.0373061,0.062987,-0.138293,-0.213463,-0.152203,0.402299,-0.002045,6.00E-06,-0.06236,2
20231012170307700 ,-0.241573,-0.0526557,-0.0373061,0.062987,-0.138293,-0.215793,-0.153539,0.399629,-0.000729,0.000977,-0.06426,0
20231012170307700 ,-0.241573,-0.0526557,-0.0373061,0.062987,-0.138293,-0.216957,-0.154874,0.398739,-7.00E-05,6.00E-06,-0.06426,-1
20231012170307700 ,-0.241573,-0.0520056,-0.0358713,0.062987,-0.138293,-0.218122,-0.157544,0.396068,0.0005882,6.00E-06,-0.06806,-1
20231012170307700 ,-0.240871,-0.0513556,-0.0351538,0.065019,-0.134555,-0.218122,-0.158879,0.396958,0.0032216,6.00E-06,-0.06996,0
20231012170307800 ,-0.240871,-0.0513556,-0.0351538,0.066036,-0.132686,-0.218122,-0.160214,0.395178,0.0005882,-0.001935,-0.07566,0
20231012170307800 ,-0.240871,-0.0513556,-0.0358713,0.065019,-0.132686,-0.220452,-0.153539,0.396958,-0.000729,0.00389,-0.07376,0
20231012170307800 ,-0.240871,-0.0513556,-0.0351538,0.062987,-0.136424,-0.222781,-0.160214,0.396068,-0.002704,0.00486,-0.07756,-1
20231012170307800 ,-0.240871,-0.0513556,-0.0351538,0.06197,-0.134555,-0.223946,-0.153539,0.395178,-0.00402,0.00486,-0.08136,-2
20231012170307900 ,-0.240871,-0.0513556,-0.0351538,0.062987,-0.136424,-0.222781,-0.152203,0.395178,-0.004679,0.00486,-0.08326,-3
20231012170307900 ,-0.241573,-0.0520056,-0.0351538,0.064003,-0.138293,-0.222781,-0.146863,0.395178,-0.003362,0.008744,-0.08516,-2
20231012170307900 ,-0.241573,-0.0520056,-0.0351538,0.064003,-0.138293,-0.222781,-0.146863,0.395178,-0.003362,0.008744,-0.08516,-2
20231012170307900 ,-0.241573,-0.0513556,-0.0358713,0.065019,-0.138293,-0.222781,-0.144193,0.396068,-0.002045,0.013598,-0.08136,-2
20231012170308000 ,-0.241573,-0.0520056,-0.0365887,0.064003,-0.138293,-0.222781,-0.142858,0.396958,-0.002045,0.013598,-0.07376,-2
